city,country,date,avg_daytime_temp,weather_icon,google_url,avg_daytime_wpi
Abbotsford,CA,2024-09-20,11.4,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Abbotsford%2C+CA,4.8
Abbotsford,CA,2024-09-21,9.2,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Abbotsford%2C+CA,4.1
Abbottabad,PK,2024-09-16,22.7,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Abbottabad%2C+PK,9.8
Abbottabad,PK,2024-09-17,23.4,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abbottabad%2C+PK,9.4
Abbottabad,PK,2024-09-18,23.9,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abbottabad%2C+PK,9.3
Abbottabad,PK,2024-09-19,23.4,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abbottabad%2C+PK,9.4
Abbottabad,PK,2024-09-20,24.5,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abbottabad%2C+PK,9.3
Abbottabad,PK,2024-09-21,26.8,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abbottabad%2C+PK,9.4
Abengourou,CI,2024-09-16,29.7,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abengourou%2C+CI,6.7
Abengourou,CI,2024-09-17,29.2,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Abengourou%2C+CI,7.4
Abengourou,CI,2024-09-18,23.5,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abengourou%2C+CI,8.4
Abengourou,CI,2024-09-19,24.9,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Abengourou%2C+CI,8.5
Abengourou,CI,2024-09-20,26.5,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abengourou%2C+CI,7.7
Abengourou,CI,2024-09-21,23.4,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abengourou%2C+CI,8.4
Aberdeen,GB,2024-09-16,15.0,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Aberdeen%2C+GB,5.5
Aberdeen,GB,2024-09-17,14.5,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Aberdeen%2C+GB,6.1
Aberdeen,GB,2024-09-18,14.7,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Aberdeen%2C+GB,5.9
Aberdeen,GB,2024-09-19,14.1,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Aberdeen%2C+GB,6.7
Aberdeen,GB,2024-09-20,14.4,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Aberdeen%2C+GB,6.7
Aberdeen,GB,2024-09-21,14.1,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Aberdeen%2C+GB,6.5
Aberdeen,US,2024-09-16,21.6,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Aberdeen%2C+US,8.2
Aberdeen,US,2024-09-17,22.7,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Aberdeen%2C+US,8.1
Aberdeen,US,2024-09-18,21.2,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Aberdeen%2C+US,7.4
Aberdeen,US,2024-09-19,19.6,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Aberdeen%2C+US,7.6
Aberdeen,US,2024-09-20,17.6,https://openweathermap.org/img/w/03n.png,https://www.google.com/search?q=weather+Aberdeen%2C+US,7.3
Aberdeen,US,2024-09-21,18.9,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Aberdeen%2C+US,6.8
Abha,SA,2024-09-16,26.0,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abha%2C+SA,8.3
Abha,SA,2024-09-17,23.4,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Abha%2C+SA,8.3
Abha,SA,2024-09-18,22.7,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abha%2C+SA,8.0
Abha,SA,2024-09-19,24.5,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Abha%2C+SA,8.4
Abha,SA,2024-09-20,25.7,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abha%2C+SA,8.9
Abha,SA,2024-09-21,26.5,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abha%2C+SA,8.8
Abidjan,CI,2024-09-16,26.8,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Abidjan%2C+CI,8.2
Abidjan,CI,2024-09-17,26.1,https://openweathermap.org/img/w/02d.png,https://www.google.com/search?q=weather+Abidjan%2C+CI,8.5
Abidjan,CI,2024-09-18,24.6,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abidjan%2C+CI,8.1
Abidjan,CI,2024-09-19,25.4,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abidjan%2C+CI,8.1
Abidjan,CI,2024-09-20,25.6,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abidjan%2C+CI,8.3
Abidjan,CI,2024-09-21,24.7,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abidjan%2C+CI,8.2
Abilene,US,2024-09-16,23.7,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abilene%2C+US,9.9
Abilene,US,2024-09-17,25.0,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Abilene%2C+US,9.4
Abilene,US,2024-09-18,25.6,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Abilene%2C+US,9.3
Abilene,US,2024-09-19,26.3,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Abilene%2C+US,9.1
Abilene,US,2024-09-20,26.4,https://openweathermap.org/img/w/03n.png,https://www.google.com/search?q=weather+Abilene%2C+US,8.4
Abilene,US,2024-09-21,24.9,https://openweathermap.org/img/w/03n.png,https://www.google.com/search?q=weather+Abilene%2C+US,8.6
Abingdon,US,2024-09-16,16.4,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Abingdon%2C+US,6.3
Abingdon,US,2024-09-17,16.9,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Abingdon%2C+US,5.9
Abingdon,US,2024-09-18,17.3,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Abingdon%2C+US,6.3
Abingdon,US,2024-09-19,16.2,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Abingdon%2C+US,6.9
Abingdon,US,2024-09-20,16.4,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Abingdon%2C+US,7.6
Abingdon,US,2024-09-21,12.4,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Abingdon%2C+US,5.6
Abu Dhabi,AE,2024-09-16,36.4,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Abu+Dhabi%2C+AE,4.7
Abu Dhabi,AE,2024-09-17,32.8,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Dhabi%2C+AE,6.4
Abu Dhabi,AE,2024-09-18,32.6,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Dhabi%2C+AE,6.5
Abu Dhabi,AE,2024-09-19,33.0,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Dhabi%2C+AE,6.4
Abu Dhabi,AE,2024-09-20,33.1,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Dhabi%2C+AE,6.3
Abu Dhabi,AE,2024-09-21,33.1,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Dhabi%2C+AE,6.2
Abu Simbel,EG,2024-09-16,35.9,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Simbel%2C+EG,5.3
Abu Simbel,EG,2024-09-17,36.2,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Simbel%2C+EG,5.1
Abu Simbel,EG,2024-09-18,36.0,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Simbel%2C+EG,5.0
Abu Simbel,EG,2024-09-19,35.1,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Simbel%2C+EG,5.6
Abu Simbel,EG,2024-09-20,35.3,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Simbel%2C+EG,5.6
Abu Simbel,EG,2024-09-21,34.9,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Abu+Simbel%2C+EG,5.6
Abuja,NG,2024-09-16,28.1,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abuja%2C+NG,7.4
Abuja,NG,2024-09-17,25.9,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abuja%2C+NG,8.6
Abuja,NG,2024-09-18,23.9,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abuja%2C+NG,8.4
Abuja,NG,2024-09-19,26.7,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abuja%2C+NG,7.8
Abuja,NG,2024-09-20,26.2,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abuja%2C+NG,8.1
Abuja,NG,2024-09-21,24.8,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Abuja%2C+NG,8.3
Acandi,CO,2024-09-16,27.5,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Acandi%2C+CO,7.7
Acandi,CO,2024-09-17,27.3,https://openweathermap.org/img/w/02n.png,https://www.google.com/search?q=weather+Acandi%2C+CO,8.1
Acandi,CO,2024-09-18,27.4,https://openweathermap.org/img/w/03n.png,https://www.google.com/search?q=weather+Acandi%2C+CO,8.0
Acandi,CO,2024-09-19,27.2,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Acandi%2C+CO,8.0
Acandi,CO,2024-09-20,25.7,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Acandi%2C+CO,8.0
Acandi,CO,2024-09-21,24.2,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Acandi%2C+CO,8.9
Acapulco,MX,2024-09-16,27.4,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Acapulco%2C+MX,7.8
Acapulco,MX,2024-09-17,25.4,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Acapulco%2C+MX,8.5
Acapulco,MX,2024-09-18,24.6,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Acapulco%2C+MX,8.3
Acapulco,MX,2024-09-19,24.4,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Acapulco%2C+MX,8.9
Acapulco,MX,2024-09-20,24.0,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Acapulco%2C+MX,8.3
Acapulco,MX,2024-09-21,23.7,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Acapulco%2C+MX,8.9
Acarigua,VE,2024-09-16,26.7,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Acarigua%2C+VE,8.0
Acarigua,VE,2024-09-17,25.7,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Acarigua%2C+VE,8.1
Acarigua,VE,2024-09-18,26.3,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Acarigua%2C+VE,8.2
Acarigua,VE,2024-09-19,27.5,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Acarigua%2C+VE,7.8
Acarigua,VE,2024-09-20,26.2,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Acarigua%2C+VE,8.1
Acarigua,VE,2024-09-21,24.5,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Acarigua%2C+VE,8.9
Accra,GH,2024-09-16,27.2,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Accra%2C+GH,7.9
Accra,GH,2024-09-17,26.8,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Accra%2C+GH,7.9
Accra,GH,2024-09-18,26.1,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Accra%2C+GH,7.9
Accra,GH,2024-09-19,26.3,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Accra%2C+GH,8.2
Accra,GH,2024-09-20,26.5,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Accra%2C+GH,8.3
Accra,GH,2024-09-21,24.4,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Accra%2C+GH,8.6
Achinsk,RU,2024-09-16,0.7,https://openweathermap.org/img/w/03n.png,https://www.google.com/search?q=weather+Achinsk%2C+RU,2.6
Achinsk,RU,2024-09-17,6.1,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Achinsk%2C+RU,3.0
Achinsk,RU,2024-09-18,5.3,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Achinsk%2C+RU,2.3
Achinsk,RU,2024-09-19,9.7,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Achinsk%2C+RU,4.2
Achinsk,RU,2024-09-20,12.4,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Achinsk%2C+RU,5.0
Achinsk,RU,2024-09-21,13.5,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Achinsk%2C+RU,5.0
Ad Dammam,SA,2024-09-16,38.6,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Ad+Dammam%2C+SA,3.9
Ad Dammam,SA,2024-09-17,35.4,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Ad+Dammam%2C+SA,5.3
Ad Dammam,SA,2024-09-18,36.1,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Ad+Dammam%2C+SA,5.0
Ad Dammam,SA,2024-09-19,35.2,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Ad+Dammam%2C+SA,5.3
Ad Dammam,SA,2024-09-20,36.2,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Ad+Dammam%2C+SA,4.9
Ad Dammam,SA,2024-09-21,37.2,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Ad+Dammam%2C+SA,4.6
Ada,US,2024-09-16,11.8,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Ada%2C+US,4.2
Ada,US,2024-09-17,13.3,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Ada%2C+US,4.8
Ada,US,2024-09-18,13.2,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Ada%2C+US,5.2
Ada,US,2024-09-19,14.4,https://openweathermap.org/img/w/03n.png,https://www.google.com/search?q=weather+Ada%2C+US,5.8
Ada,US,2024-09-20,16.4,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Ada%2C+US,7.1
Ada,US,2024-09-21,14.4,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Ada%2C+US,6.6
Adana,TR,2024-09-16,29.9,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Adana%2C+TR,6.2
Adana,TR,2024-09-17,29.2,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Adana%2C+TR,7.0
Adana,TR,2024-09-18,30.6,https://openweathermap.org/img/w/02d.png,https://www.google.com/search?q=weather+Adana%2C+TR,6.4
Adana,TR,2024-09-19,27.8,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Adana%2C+TR,7.2
Adana,TR,2024-09-20,28.2,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Adana%2C+TR,7.4
Adana,TR,2024-09-21,30.1,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Adana%2C+TR,7.0
Addis Ababa,ET,2024-09-16,18.7,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Addis+Ababa%2C+ET,6.8
Addis Ababa,ET,2024-09-17,16.6,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Addis+Ababa%2C+ET,5.9
Addis Ababa,ET,2024-09-18,17.2,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Addis+Ababa%2C+ET,6.1
Addis Ababa,ET,2024-09-19,18.9,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Addis+Ababa%2C+ET,6.7
Addis Ababa,ET,2024-09-20,19.5,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Addis+Ababa%2C+ET,8.1
Addis Ababa,ET,2024-09-21,20.5,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Addis+Ababa%2C+ET,7.8
Adelaide,AU,2024-09-16,7.6,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Adelaide%2C+AU,4.4
Adelaide,AU,2024-09-17,10.7,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Adelaide%2C+AU,5.5
Adelaide,AU,2024-09-18,13.0,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Adelaide%2C+AU,5.9
Adelaide,AU,2024-09-19,11.8,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Adelaide%2C+AU,4.3
Adelaide,AU,2024-09-20,11.9,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Adelaide%2C+AU,4.3
Adelaide,AU,2024-09-21,11.7,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Adelaide%2C+AU,4.2
Aden,YE,2024-09-16,31.0,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Aden%2C+YE,5.3
Aden,YE,2024-09-17,30.9,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Aden%2C+YE,6.5
Aden,YE,2024-09-18,31.5,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Aden%2C+YE,7.1
Aden,YE,2024-09-19,31.6,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Aden%2C+YE,7.3
Aden,YE,2024-09-20,30.4,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Aden%2C+YE,7.5
Aden,YE,2024-09-21,30.2,https://openweathermap.org/img/w/02d.png,https://www.google.com/search?q=weather+Aden%2C+YE,6.7
Adiyaman,TR,2024-09-16,29.6,https://openweathermap.org/img/w/02d.png,https://www.google.com/search?q=weather+Adiyaman%2C+TR,6.8
Adiyaman,TR,2024-09-17,28.0,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Adiyaman%2C+TR,8.8
Adiyaman,TR,2024-09-18,28.8,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Adiyaman%2C+TR,7.9
Adiyaman,TR,2024-09-19,26.5,https://openweathermap.org/img/w/10d.png,https://www.google.com/search?q=weather+Adiyaman%2C+TR,8.0
Adiyaman,TR,2024-09-20,24.4,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Adiyaman%2C+TR,8.7
Adiyaman,TR,2024-09-21,27.6,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Adiyaman%2C+TR,8.1
Adrian,US,2024-09-16,16.5,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Adrian%2C+US,7.4
Adrian,US,2024-09-17,16.5,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Adrian%2C+US,7.4
Adrian,US,2024-09-18,19.9,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Adrian%2C+US,7.4
Adrian,US,2024-09-19,18.3,https://openweathermap.org/img/w/03n.png,https://www.google.com/search?q=weather+Adrian%2C+US,7.2
Adrian,US,2024-09-20,18.7,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Adrian%2C+US,8.0
Adrian,US,2024-09-21,15.0,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Adrian%2C+US,7.1
Afton,US,2024-09-16,21.6,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Afton%2C+US,8.5
Afton,US,2024-09-17,20.7,https://openweathermap.org/img/w/01n.png,https://www.google.com/search?q=weather+Afton%2C+US,8.3
Afton,US,2024-09-18,20.1,https://openweathermap.org/img/w/03n.png,https://www.google.com/search?q=weather+Afton%2C+US,7.6
Afton,US,2024-09-19,20.1,https://openweathermap.org/img/w/04n.png,https://www.google.com/search?q=weather+Afton%2C+US,7.4
Afton,US,2024-09-20,18.8,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Afton%2C+US,7.8
Afton,US,2024-09-21,19.6,https://openweathermap.org/img/w/10n.png,https://www.google.com/search?q=weather+Afton%2C+US,7.0
Afyonkarahisar,TR,2024-09-16,24.8,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Afyonkarahisar%2C+TR,8.7
Afyonkarahisar,TR,2024-09-17,23.9,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Afyonkarahisar%2C+TR,9.5
Afyonkarahisar,TR,2024-09-18,24.1,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Afyonkarahisar%2C+TR,8.7
Afyonkarahisar,TR,2024-09-19,21.1,https://openweathermap.org/img/w/01d.png,https://www.google.com/search?q=weather+Afyonkarahisar%2C+TR,8.6
Afyonkarahisar,TR,2024-09-20,21.2,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Afyonkarahisar%2C+TR,8.4
Afyonkarahisar,TR,2024-09-21,22.6,https://openweathermap.org/img/w/04d.png,https://www.google.com/search?q=weather+Afyonkarahisar%2C+TR,8.5
Agadez,NE,2024-09-16,38.8,https://openweathermap.org/img/w/03d.png,https://www.google.com/search?q=weather+Agadez%2C+NE,3.0
